,Movie,Year,Genre,Rating,metaScore,Votes,Length,Age Certificate
227,Fallen Angels,1995,"Comedy, Crime, Drama",7.7,71.0,25009,99,R
831,The Long Goodbye,1973,"Comedy, Crime, Drama",7.6,87.0,25476,112,R
370,In a Lonely Place,1950,"Drama, Film-Noir, Mystery",8.0,,25591,94,Not Rated
839,The Magdalene Sisters,2002,Drama,7.7,83.0,25670,114,R
821,The Ladykillers,1955,"Comedy, Crime",7.7,91.0,25736,91,Not Rated
312,Joint Security Area,2000,"Action, Drama, Thriller",7.8,58.0,25752,110,Not Rated
577,Only Yesterday,1991,"Animation, Drama, Romance",7.6,90.0,25803,118,PG
437,L'Avventura,1960,"Drama, Mystery",7.9,,25845,144,Not Rated
145,Cape Fear,1962,"Drama, Thriller",7.7,76.0,25868,106,Passed
890,The Thin Man,1934,"Comedy, Crime, Mystery",8.0,,25905,91,TV-PG
886,The Taking of Pelham One Two Three,1974,"Action, Crime, Thriller",7.7,68.0,25944,104,R
483,Lifeboat,1944,"Drama, War",7.6,78.0,25988,97,Not Rated
809,The Innocents,1961,Horror,7.8,88.0,26090,100,Not Rated
651,Lupin the 3rd: Castle of Cagliostro,1979,"Animation, Adventure, Family",7.7,71.0,26125,102,PG-13
403,The Virgin Spring,1960,Drama,8.1,,26154,89,Not Rated
366,The Conformist,1970,Drama,8.0,100.0,26233,113,R
452,The Rules of the Game,1939,"Comedy, Drama",8.0,,26239,110,Not Rated
940,Udta Punjab,2016,"Action, Crime, Drama",7.8,,26495,148,TV-MA
477,Eyes Without a Face,1960,"Drama, Horror",7.7,90.0,26544,90,Not Rated
83,Badhaai Ho,2018,"Comedy, Drama, Family",8.0,,26697,124,Not Rated
379,Inherit the Wind,1960,"Biography, Drama, History",8.1,75.0,26815,128,Passed
878,The Shop Around the Corner,1940,"Comedy, Drama, Romance",8.1,96.0,26957,99,Not Rated
240,Rififi,1955,"Crime, Drama, Thriller",8.2,97.0,27060,118,Not Rated
955,Vivre Sa Vie,1962,Drama,8.0,,27100,85,Not Rated
331,Fireworks,1997,"Crime, Drama, Romance",7.8,,27118,103,18
579,On Golden Pond,1981,Drama,7.6,68.0,27131,109,PG
428,Knockin' on Heaven's Door,1997,"Action, Crime, Comedy",8.0,,27153,87,Not Rated
400,Joyeux Noel,2005,"Drama, History, Music",7.7,70.0,27198,116,PG-13
960,Wait Until Dark,1967,Thriller,7.8,81.0,27266,108,Not Rated
302,Gilda,1946,"Drama, Film-Noir, Romance",7.7,,27387,110,Not Rated
724,Sweet Smell of Success,1957,"Drama, Film-Noir",8.1,100.0,27415,96,Approved
43,All That Jazz,1979,"Drama, Music, Musical",7.9,72.0,27486,123,R
635,Red River,1948,"Action, Adventure, Drama",7.8,,27605,133,Passed
350,Hiroshima Mon Amour,1959,"Drama, Romance",7.9,,27629,90,Not Rated
912,To Be or Not to Be,1942,"Comedy, War",8.2,86.0,28100,99,Passed
467,Contempt,1963,"Drama, Romance",7.6,,28201,102,Not Rated
760,The Circus,1928,"Comedy, Romance",8.1,90.0,28222,72,Passed
205,Death Note,2006,"Crime, Drama, Fantasy",7.7,,28277,126,Not Rated
214,Dev.D,2009,"Drama, Romance",8.0,,28317,144,Not Rated
124,"Blood In, Blood Out",1993,"Crime, Drama",8.0,47.0,28422,180,R
56,And Now for Something Completely Different,1971,Comedy,7.6,,28479,88,PG
829,The Lion in Winter,1968,"Biography, Drama, History",7.9,,28549,134,PG
558,Loveless,2017,Drama,7.6,86.0,28690,127,R
54,Anand,1971,"Drama, Musical",8.5,,28742,122,Not Rated
949,Vampire Hunter D: Bloodlust,2000,"Animation, Action, Fantasy",7.7,62.0,28748,103,R
243,Raise the Red Lantern,1991,"Drama, History, Romance",8.1,,28952,125,PG
254,The Exterminating Angel,1962,"Drama, Fantasy",8.1,,28974,95,Not Rated
972,White Heat,1949,"Action, Crime, Drama",8.1,,29132,114,Not Rated
954,Cries & Whispers,1972,Drama,8.1,,29352,91,R
382,Interstate 60: Episodes of the Road,2002,"Adventure, Comedy, Drama",7.7,,29493,116,R
304,Duck You Sucker,1971,"Drama, War, Western",7.6,77.0,29501,138,PG
811,The Invisible Man,1933,"Horror, Sci-Fi",7.7,87.0,29533,71,TV-PG
985,7 Kogustaki Mucize,2019,Drama,8.3,,29848,132,15
237,Drishyam,2013,"Crime, Drama, Thriller",8.3,,29921,160,Not Rated
22,A Night at the Opera,1935,"Comedy, Music, Musical",7.9,,30121,96,Passed
937,Tokyo Godfathers,2003,"Animation, Adventure, Comedy",7.8,73.0,30124,92,PG-13
867,The Red Shoes,1948,"Drama, Music, Romance",8.1,,30143,135,Not Rated
323,Gully Boy,2019,"Drama, Music",8.1,65.0,30160,153,Not Rated
729,Talvar,2015,"Crime, Drama, Mystery",8.2,,30212,132,Not Rated
600,Peeping Tom,1960,"Drama, Horror, Thriller",7.7,,30276,101,Not Rated
163,Chhichhore,2019,"Comedy, Drama",8.2,,30301,143,12A
71,The Edge of Heaven,2007,Drama,7.8,85.0,30431,122,Not Rated
913,To Have and Have Not,1944,"Adventure, Comedy, Film-Noir",7.8,,30434,100,Passed
391,Ivan's Childhood,1962,"Drama, War",8.1,,30543,84,Not Rated
874,The Secret of Kells,2009,"Animation, Adventure, Family",7.6,81.0,30576,75,Not Rated
70,Au Revoir les Enfants,1987,"Drama, War",8.0,88.0,30620,104,PG
21,A Man for All Seasons,1966,"Biography, Drama, History",7.7,72.0,30673,120,G
28,Ace in the Hole,1951,"Drama, Film-Noir",8.1,72.0,30753,111,Approved
280,Fitzcarraldo,1982,"Adventure, Drama",8.1,,30753,158,PG
855,The Odd Couple,1968,Comedy,7.7,86.0,31003,105,G
410,Kai Po Che,2013,"Drama, Sport",7.7,40.0,31056,120,Not Rated
578,When Marnie Was There,2014,"Animation, Drama, Family",7.7,72.0,31063,103,PG
584,Once Were Warriors,1994,"Crime, Drama",7.9,77.0,31066,102,R
142,C.R.A.Z.Y.,2005,"Comedy, Drama",7.9,81.0,31206,127,Not Rated
557,The Breath,2009,"Action, Drama, Thriller",8.0,,31322,128,15
250,After the Wedding,2006,Drama,7.7,78.0,31481,120,R
407,Kagemusha,1980,"Drama, History, War",8.0,84.0,31489,162,PG
344,Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",7.7,85.0,31584,95,R
20,A Little Princess,1995,"Drama, Family, Fantasy",7.7,83.0,31647,97,G
935,Sanjuro,1962,"Action, Comedy, Crime",8.1,,31845,96,Not Rated
733,High and Low,1963,"Crime, Drama, Mystery",8.4,,32024,143,Not Rated
590,Out of the Past,1947,"Crime, Drama, Film-Noir",8.0,,32033,97,Not Rated
850,The Muppet Movie,1979,"Adventure, Comedy, Family",7.6,74.0,32091,95,G
916,Togo,2019,"Adventure, Biography, Drama",8.0,69.0,32115,113,PG
406,K.G.F: Chapter 1,2018,"Action, Drama",8.2,,32390,156,Not Rated
956,Vizontele,2001,"Comedy, Drama",8.0,,32514,110,15
592,Paan Singh Tomar,2012,"Action, Biography, Crime",8.2,,32573,135,Not Rated
76,Ayla: The Daughter of War,2017,"Biography, Drama, History",8.4,,32599,125,15
836,The Lost Weekend,1945,"Drama, Film-Noir",7.9,,32944,101,Not Rated
259,English Vinglish,2012,"Comedy, Drama, Family",7.8,,32944,134,Not Rated
108,Black,2005,Drama,8.2,,32984,122,Not Rated
367,Il Postino,1994,"Biography, Comedy, Drama",7.7,81.0,33004,108,PG
965,Watership Down,1978,"Animation, Adventure, Drama",7.6,64.0,33164,91,PG
704,The Vanishing,1988,"Mystery, Thriller",7.7,,33182,107,Not Rated
445,La Grande Illusion,1937,"Drama, War",8.1,,33309,113,Not Rated
300,Giant,1956,"Drama, Western",7.6,84.0,33436,201,G
554,Naked,1993,"Comedy, Drama",7.8,84.0,33536,132,Not Rated
411,The Hidden Fortress,1958,"Adventure, Drama",8.1,,33629,126,Not Rated
422,Kind Hearts and Coronets,1949,"Comedy, Crime",8.0,,33913,106,Not Rated
866,The Quiet Man,1952,"Comedy, Drama, Romance",7.7,,33975,129,Passed
405,Ninja Scroll,1993,"Animation, Action, Adventure",7.9,,34000,94,Not Rated
943,Land of Mine,2015,"Drama, History, War",7.8,75.0,34232,100,R
133,Brief Encounter,1945,"Drama, Romance",8.0,92.0,34735,86,Not Rated
546,Mustang,2015,Drama,7.6,83.0,34865,97,PG-13
430,Confessions,2010,"Drama, Thriller",7.8,,35029,106,Not Rated
585,Evil,2003,Drama,7.8,61.0,35242,113,Not Rated
898,The Verdict,1982,Drama,7.7,77.0,35285,129,R
997,Zulu,1964,"Drama, History, War",7.7,77.0,35310,138,Not Rated
495,Love and Death,1975,"Comedy, War",7.7,89.0,35404,85,PG
330,Hamlet,1996,Drama,7.7,,35637,242,PG-13
159,Central Station,1998,Drama,8.0,80.0,35637,110,R
875,The Secret of NIMH,1982,"Animation, Adventure, Drama",7.6,76.0,35651,82,G
449,The Holy Mountain,1973,"Adventure, Drama, Fantasy",7.9,76.0,35762,114,R
417,Key Largo,1948,"Action, Crime, Drama",7.8,,36443,100,Not Rated
663,Secrets & Lies,1996,"Comedy, Drama",8.0,91.0,36693,136,R
768,The Day of the Jackal,1973,"Crime, Drama, Thriller",7.8,80.0,36743,143,PG
464,Le Dîner de Cons,1998,Comedy,7.7,73.0,36760,80,PG-13
402,Jules and Jim,1962,"Drama, Romance",7.8,97.0,36762,105,Not Rated
408,The Tale of The Princess Kaguya,2013,"Animation, Adventure, Drama",8.0,89.0,36873,137,PG
677,Neon Genesis Evangelion: The End of Evangelion,1997,"Animation, Action, Drama",8.1,,36954,87,TV-14
727,Tae Guk Gi: The Brotherhood of War,2004,"Action, Drama, War",8.1,64.0,37439,140,R
588,Wolf Children,2012,"Animation, Drama, Family",8.1,71.0,37529,117,PG
463,The Discreet Charm of the Bourgeoisie,1972,Comedy,7.9,93.0,37669,102,PG
510,Tangerines,2013,"Drama, War",8.2,73.0,37975,87,Not Rated
608,Pink,2016,"Drama, Thriller",8.1,,37994,136,Not Rated
360,In a Better World,2010,"Drama, Romance",7.6,65.0,38107,118,R
666,Harakiri,1962,"Action, Drama, Mystery",8.6,85.0,38400,133,Not Rated
992,The Mirror,1975,"Biography, Drama",8.1,,38500,107,G
322,Guess Who's Coming to Dinner,1967,"Comedy, Drama",7.8,63.0,38576,108,Not Rated
275,Fiddler on the Roof,1971,"Drama, Family, Musical",8.0,67.0,38590,181,G
758,The Broken Circle Breakdown,2012,"Drama, Music, Romance",7.8,70.0,38776,111,Not Rated
466,The Tenant,1976,"Drama, Thriller",7.7,,38788,126,R
952,Vicky Donor,2012,"Comedy, Romance",7.8,,39033,126,Not Rated
47,Amarcord,1973,"Comedy, Drama",7.9,,39069,123,R
527,Miracle on 34th Street,1947,"Comedy, Drama, Family",7.9,88.0,39181,96,Not Rated
991,Zelig,1983,Comedy,7.7,,39339,79,PG
99,Belle de Jour,1967,Drama,7.7,,39383,100,R
19,A Hard Day's Night,1964,"Comedy, Music, Musical",7.6,96.0,39577,87,G
245,East of Eden,1955,Drama,7.9,72.0,39581,118,PG
977,Withnail & I,1987,"Comedy, Drama",7.7,84.0,39593,107,R
368,In America,2002,Drama,7.7,76.0,40144,105,PG-13
675,Sherlock Jr.,1924,"Action, Comedy, Romance",8.2,,40216,45,Passed
106,Once Upon a Time in Anatolia,2011,"Crime, Drama",7.9,82.0,40234,157,Not Rated
443,The Double Life of Véronique,1991,"Drama, Fantasy, Music",7.8,86.0,40961,98,R
899,The Visitor,2007,Drama,7.6,79.0,41262,104,PG-13
286,Freaks,1932,"Drama, Horror",7.9,80.0,41356,64,Not Rated
594,Paper Moon,1973,"Comedy, Crime, Drama",8.1,77.0,41469,102,PG
824,The Last Picture Show,1971,"Drama, Romance",8.0,93.0,41479,118,R
958,The Return,2003,Drama,8.0,82.0,41573,110,Not Rated
947,Uri: The Surgical Strike,2019,"Action, Drama, War",8.3,,41729,138,Not Rated
680,Short Cuts,1993,"Comedy, Drama",7.7,79.0,41735,188,R
939,Udaan,2010,Drama,8.2,,41745,134,Not Rated
460,Laura,1944,"Drama, Film-Noir, Mystery",8.0,,41914,88,Passed
484,Lilya 4-Ever,2002,"Crime, Drama",7.8,82.0,42047,109,R
468,Nights of Cabiria,1957,Drama,8.1,,42086,110,Not Rated
429,A Silent Voice: The Movie,2016,"Animation, Drama, Family",8.1,78.0,42181,130,Not Rated
179,Cowboy Bebop: The Movie,2001,"Animation, Action, Crime",7.9,61.0,42185,115,12A
458,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",8.1,,42198,144,PG-13
131,Bride of Frankenstein,1935,"Drama, Horror, Sci-Fi",7.8,95.0,42460,75,Not Rated
706,Stagecoach,1939,"Adventure, Drama, Western",7.8,93.0,42561,96,Passed
288,From Here to Eternity,1953,"Drama, Romance, War",7.6,85.0,42575,118,Passed
329,Hamilton,2020,"Biography, Drama, History",8.7,90.0,42752,160,PG-13
90,Batman: Mask of the Phantasm,1993,"Animation, Action, Crime",7.8,,42819,76,PG
848,The Message,1976,"Biography, Drama, History",8.2,,43103,177,PG
843,The Man Who Would Be King,1975,"Adventure, History, War",7.8,91.0,43298,129,PG
189,Darbareye Elly,2009,"Drama, Mystery, Thriller",8.0,87.0,44072,119,TV-PG
386,Invasion of the Body Snatchers,1956,"Drama, Horror, Sci-Fi",7.7,92.0,44078,80,Not Rated
564,No Man's Land,2001,"Comedy, Drama, War",7.9,84.0,44093,98,R
156,Cat on a Hot Tin Roof,1958,Drama,8.0,84.0,44197,108,Not Rated
691,Sleuth,1972,"Mystery, Thriller",8.0,,44219,138,PG
425,Winter Sleep,2014,Drama,8.1,88.0,44239,196,Not Rated
471,Le Samouraï,1967,"Crime, Drama, Mystery",8.1,,44262,101,GP
469,The Past,2013,"Drama, Mystery",7.8,85.0,44286,130,PG-13
416,Kelly's Heroes,1970,"Adventure, Comedy, War",7.6,50.0,44521,144,GP
29,Adam's Apples,2005,"Comedy, Crime, Drama",7.8,51.0,44645,94,R
986,My Sassy Girl,2001,"Comedy, Drama, Romance",8.0,,44841,137,Not Rated
223,The Killer,1989,"Action, Crime, Drama",7.8,82.0,45120,111,R
59,Andrei Rublev,1966,"Biography, Drama, History",8.1,,45260,205,R
433,Throne of Blood,1957,"Drama, History",8.1,,45408,110,Not Rated
256,A Man Called Ove,2015,"Comedy, Drama, Romance",7.7,70.0,45471,116,PG-13
589,Ordinary People,1980,Drama,7.7,86.0,45996,124,R
776,The Farewell,2019,"Comedy, Drama",7.6,89.0,46028,100,PG
459,Hard Boiled,1992,"Action, Crime, Thriller",7.8,,46090,128,R
450,The Passion of Joan of Arc,1928,"Biography, Drama, History",8.1,,46235,114,Passed
720,Sunrise,1927,"Drama, Romance",8.1,,46263,94,Passed
864,The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",7.7,75.0,46335,82,PG
820,The Lady Vanishes,1938,"Mystery, Thriller",7.8,,46433,96,Not Rated
849,The Muppet Christmas Carol,1992,"Comedy, Drama, Family",7.7,64.0,46514,85,G
738,The Adventures of Robin Hood,1938,"Action, Adventure, Romance",7.9,97.0,46537,102,PG
393,Jab We Met,2007,"Comedy, Drama, Romance",7.9,,46676,138,Not Rated
235,Down by Law,1986,"Comedy, Crime, Drama",7.8,75.0,47070,107,R
143,Cabaret,1972,"Drama, Musical",7.8,80.0,47490,124,PG
575,Departures,2008,"Drama, Music",8.1,68.0,47846,130,PG-13
638,Repulsion,1965,"Drama, Horror, Thriller",7.7,91.0,47944,105,Not Rated
950,Veer-Zaara,2004,"Drama, Family, Musical",7.8,67.0,48075,192,Not Rated
480,Leviathan,2014,"Crime, Drama",7.6,92.0,48300,140,R
57,Andaz Apna Apna,1994,"Comedy, Romance",8.2,,48547,160,PG
201,Dead Man's Shoes,2004,"Crime, Drama, Thriller",7.6,52.0,48707,90,Not Rated
496,Loving Vincent,2017,"Animation, Biography, Crime",7.8,62.0,48923,94,PG-13
568,Nine Queens,2000,"Crime, Drama, Thriller",7.9,80.0,49029,114,R
966,What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",8.1,75.0,49043,134,Passed
533,Mommy,2014,Drama,8.1,74.0,49119,139,R
105,3-Iron,2004,"Crime, Drama, Romance",8.0,72.0,49131,88,R
284,The Salesman,2016,"Drama, Thriller",7.8,85.0,49221,124,PG-13
837,The Lunchbox,2013,"Drama, Family, Romance",7.8,76.0,49275,104,PG
699,Song of the Sea,2014,"Animation, Adventure, Drama",8.1,85.0,49559,93,PG
525,Whisper of the Heart,1995,"Animation, Drama, Family",7.9,75.0,49574,111,G
327,Haider,2014,"Action, Crime, Drama",8.1,,49605,160,Not Rated
138,5 Centimeters Per Second,2007,"Animation, Drama, Family",7.6,,49637,63,TV-PG
503,Mother,2009,"Crime, Drama, Thriller",7.8,79.0,49723,129,R
702,Special 26,2013,"Crime, Drama, Thriller",8.0,,49942,144,Not Rated
183,"Black Cat, White Cat",1998,"Comedy, Crime, Romance",8.1,73.0,50029,127,R
476,The Triplets of Belleville,2003,"Animation, Comedy, Drama",7.8,91.0,50055,80,PG-13
571,OMG: Oh My God!,2012,"Comedy, Drama, Fantasy",8.1,,50192,125,Not Rated
679,Sholay,1975,"Action, Adventure, Comedy",8.2,,50448,162,Not Rated
707,Stalag 17,1953,"Comedy, Drama, War",8.0,84.0,50472,120,Not Rated
297,Head-On,2004,"Drama, Romance",7.9,78.0,50483,121,R
678,Shine,1996,"Biography, Drama, Music",7.7,87.0,50696,105,PG-13
817,The Killing Fields,1984,"Biography, Drama, History",7.8,76.0,50783,141,R
737,The 39 Steps,1935,"Mystery, Thriller",7.6,93.0,50814,86,Not Rated
616,Pride,2014,"Biography, Comedy, Drama",7.8,79.0,50851,119,R
970,Where Eagles Dare,1968,"Action, Adventure, War",7.7,63.0,50963,158,M
938,Tokyo Story,1953,Drama,8.2,,51106,136,Not Rated
32,"Aguirre, the Wrath of God",1972,"Action, Adventure, Biography",7.9,,51261,95,Not Rated
953,Victoria,2015,"Crime, Drama, Romance",7.6,77.0,51285,138,Not Rated
904,The World's Fastest Indian,2005,"Biography, Drama, Sport",7.8,68.0,51397,127,PG-13
198,Days of Heaven,1978,"Drama, Romance",7.8,93.0,51471,94,PG
832,The Longest Day,1962,"Action, Drama, History",7.8,75.0,51542,178,G
441,The Battle of Algiers,1966,"Drama, War",8.1,96.0,51593,121,Not Rated
78,Baby,2015,"Action, Thriller",8.0,,51953,159,Not Rated
362,"I, Daniel Blake",2016,Drama,7.9,78.0,52012,100,R
136,Battleship Potemkin,1925,"Drama, History, Thriller",8.0,,52058,66,Not Rated
341,Harvey,1950,"Comedy, Drama, Fantasy",7.9,,52073,104,Approved
34,Airlift,2016,"Drama, History",8.0,,52117,130,Not Rated
351,His Girl Friday,1940,"Comedy, Drama, Romance",7.9,,52531,92,Passed
614,Portrait of a Lady on Fire,2019,"Drama, Romance",8.1,95.0,52781,122,R
470,The Wages of Fear,1953,"Adventure, Drama, Thriller",8.1,85.0,53323,131,Not Rated
182,Crimes and Misdemeanors,1989,"Comedy, Drama",7.9,77.0,53775,104,PG-13
134,Bringing Up Baby,1938,"Comedy, Family, Romance",7.9,91.0,54146,102,Passed
561,Night on Earth,1991,"Comedy, Drama",7.8,68.0,54266,129,R
944,Underground,1995,"Comedy, Drama, War",8.1,,54405,167,Not Rated
241,Duck Soup,1933,"Comedy, Musical, War",7.8,93.0,54918,69,Not Rated
603,Perfect Strangers,2016,"Comedy, Drama",7.8,,54935,96,
622,Perfect Blue,1997,"Animation, Crime, Mystery",8.0,,54964,81,R
641,Rio Bravo,1959,"Action, Drama, Western",8.0,93.0,55063,141,Passed
251,The Body,2012,"Mystery, Thriller",7.6,,55138,112,15
870,The Right Stuff,1983,"Adventure, Biography, Drama",7.8,91.0,55168,193,PG
363,Come and See,1985,"Drama, Thriller, War",8.3,,55346,142,Not Rated
117,Blow-Up,1966,"Drama, Mystery, Thriller",7.6,82.0,55352,111,Not Rated
347,Hera Pheri,2000,"Action, Comedy, Crime",8.2,,55421,156,Not Rated
462,The Little Prince,2015,"Animation, Adventure, Drama",7.7,70.0,55422,108,PG
292,G.O.R.A.,2004,"Adventure, Comedy, Sci-Fi",8.0,,55445,127,15
587,Only the Brave,2017,"Action, Biography, Drama",7.6,72.0,55541,134,PG-13
146,Capernaum,2018,Drama,8.4,75.0,55580,126,R
11,"4 Months, 3 Weeks and 2 Days",2007,Drama,7.9,97.0,55711,113,Not Rated
192,The Cabinet of Dr. Caligari,1920,"Fantasy, Horror, Mystery",8.1,,55991,67,Not Rated
858,The Peanut Butter Falcon,2019,"Comedy, Drama",7.6,70.0,56261,97,PG-13
473,The Chorus,2004,"Drama, Music",7.9,56.0,56437,97,PG-13
743,The Best Years of Our Lives,1946,"Drama, Romance, War",8.0,93.0,56463,170,Approved
268,Fanny and Alexander,1982,Drama,8.1,100.0,56515,188,R
42,All Quiet on the Western Front,1930,"Drama, War",8.0,91.0,56562,152,Passed
166,The Chaser,2008,"Action, Crime, Thriller",7.8,64.0,56719,125,Not Rated
409,Kahaani,2012,"Mystery, Thriller",8.1,,56733,122,Not Rated
453,La Strada,1954,Drama,8.0,,57264,108,Not Rated
31,After Hours,1985,"Comedy, Crime, Drama",7.7,90.0,57345,97,R
447,The Legend of 1900,1998,"Drama, Music, Romance",8.1,58.0,57723,169,R
508,Shoplifters,2018,"Crime, Drama",8.0,93.0,57809,121,R
654,Sabrina,1954,"Comedy, Drama, Romance",7.7,72.0,58065,113,Passed
672,Shadow of a Doubt,1943,Thriller,7.8,94.0,58320,108,PG
593,Paddington 2,2017,"Adventure, Comedy, Family",7.8,88.0,58583,103,PG
55,Anatomy of a Murder,1959,"Crime, Drama, Mystery",8.0,95.0,58718,161,Not Rated
917,The Girl Who Leapt Through Time,2006,"Animation, Adventure, Comedy",7.7,,58982,98,TV-PG
623,Queen,2013,"Adventure, Comedy, Drama",8.2,,59804,146,Not Rated
101,Bhaag Milkha Bhaag,2013,"Biography, Drama, Sport",8.2,,59885,186,Not Rated
961,Waking Life,2001,"Animation, Drama, Fantasy",7.8,83.0,60068,99,R
474,Diabolique,1955,"Crime, Drama, Horror",8.0,,60541,117,Not Rated
167,Chungking Express,1994,"Comedy, Crime, Drama",8.1,77.0,60627,102,PG-13
176,Control,2007,"Biography, Drama, Music",7.7,78.0,60839,122,R
36,The Man from Nowhere,2010,"Action, Crime, Drama",7.8,,61330,119,R
130,Breaking the Waves,1996,Drama,7.8,76.0,61401,159,R
120,Sympathy for Mr. Vengeance,2002,"Crime, Drama, Thriller",7.6,56.0,61405,121,R
222,Dilwale Dulhania Le Jayenge,1995,"Drama, Romance",8.1,,62176,181,Not Rated
412,Kal ho naa ho,2003,"Comedy, Drama, Romance",8.0,54.0,62276,186,Not Rated
860,The Philadelphia Story,1940,"Comedy, Romance",7.9,96.0,62366,112,Not Rated
928,Three Colors: White,1994,"Comedy, Drama, Romance",7.6,88.0,62383,92,R
262,The Bandit,1996,"Crime, Drama, Thriller",8.2,,62416,128,15
887,The Ten Commandments,1956,"Adventure, Drama",7.9,,62567,220,G
80,Children of Heaven,1997,"Drama, Family, Sport",8.3,77.0,63072,89,PG
158,Celda 211,2009,"Action, Adventure, Crime",7.6,,63086,113,18
27,Open Your Eyes,1997,"Drama, Mystery, Sci-Fi",7.7,,63153,119,R
291,Funny Games,1997,"Crime, Drama, Thriller",7.6,69.0,63228,108,Not Rated
208,Wings of Desire,1987,"Drama, Fantasy, Romance",8.0,79.0,63309,128,PG-13
188,Dangerous Liaisons,1988,"Drama, Romance",7.6,74.0,63584,119,R
285,Frankenstein,1931,"Drama, Horror, Romance",7.8,91.0,63744,70,Passed
67,Arsenic and Old Lace,1944,"Comedy, Crime, Thriller",8.0,,64335,118,Not Rated
84,Badlands,1973,"Action, Crime, Drama",7.8,93.0,64385,94,PG
868,The Remains of the Day,1993,"Drama, Romance",7.8,84.0,64393,134,PG
857,The Outlaw Josey Wales,1976,Western,7.8,69.0,64463,135,PG
98,Being There,1979,"Comedy, Drama",8.0,83.0,64501,130,PG
442,La Dolce Vita,1960,"Comedy, Drama",8.0,95.0,65082,174,Not Rated
551,Mysterious Skin,2004,Drama,7.6,73.0,65231,105,Unrated
333,Happiness,1998,"Comedy, Drama",7.7,81.0,65620,134,Unrated
221,Dil Chahta Hai,2001,"Comedy, Drama, Romance",8.1,,65738,183,Not Rated
287,Fried Green Tomatoes,1991,Drama,7.7,64.0,65783,130,PG-13
332,Hannah and Her Sisters,1986,"Comedy, Drama",7.9,90.0,66082,107,PG-13
772,The Dirty Dozen,1967,"Action, Adventure, War",7.7,73.0,66083,150,Not Rated
993,Zindagi Na Milegi Dobara,2011,"Comedy, Drama",8.1,,66133,155,Not Rated
364,Ikiru,1952,Drama,8.3,,66175,143,Not Rated
371,In the Heat of the Night,1967,"Crime, Drama, Mystery",7.9,75.0,66349,110,Not Rated
549,My Left Foot,1989,"Biography, Drama",7.9,97.0,66583,103,R
396,Love Me If You Dare,2003,"Comedy, Drama, Romance",7.6,45.0,66612,93,R
883,The Station Agent,2003,"Comedy, Drama",7.6,81.0,66735,89,R
162,Charade,1963,"Comedy, Mystery, Romance",7.9,83.0,66796,113,Passed
238,Drishyam,2015,"Crime, Drama, Mystery",8.2,,66898,163,Not Rated
58,Andhadhun,2018,"Crime, Thriller",8.3,,66999,139,Not Rated
842,The Man Who Shot Liberty Valance,1962,"Drama, Western",8.1,94.0,67539,123,Not Rated
195,The White Ribbon,2009,"Drama, History, Mystery",7.8,82.0,67629,144,R
401,Judgment at Nuremberg,1961,"Drama, War",8.2,60.0,67887,179,Approved
974,Who's Afraid of Virginia Woolf?,1966,Drama,8.0,75.0,68070,131,Not Rated
229,Doctor Zhivago,1965,"Drama, Romance, War",8.0,69.0,68628,193,PG-13
596,Paprika,2006,"Animation, Drama, Fantasy",7.7,81.0,69125,90,R
334,Harold and Maude,1971,"Comedy, Drama, Romance",7.9,62.0,69764,91,PG
941,A Very Long Engagement,2004,"Drama, Mystery, Romance",7.6,76.0,70334,133,R
845,The Manchurian Candidate,1962,"Drama, Thriller",7.9,94.0,70369,126,PG-13
85,Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",8.0,,70386,163,Not Rated
739,The African Queen,1951,"Adventure, Drama, Romance",7.7,91.0,70464,105,PG
415,The Wind Rises,2013,"Animation, Biography, Drama",7.8,83.0,70893,126,PG-13
999,Breathless,1960,"Crime, Drama",7.9,,71542,90,Not Rated
757,The Bridges of Madison County,1995,"Drama, Romance",7.6,66.0,71587,135,PG-13
998,Black Book,2006,"Drama, Thriller, War",7.7,71.0,71777,145,R
92,Beasts of No Nation,2015,"Drama, War",7.7,79.0,72103,137,Not Rated
359,Fearless,2006,"Action, Biography, Drama",7.6,70.0,72224,104,PG-13
545,Munna Bhai M.B.B.S.,2003,"Comedy, Drama, Musical",8.1,,72391,156,Not Rated
521,Midnight Express,1978,"Biography, Crime, Drama",7.6,59.0,72432,121,R
160,Chak De! India,2007,"Drama, Family, Sport",8.2,68.0,72655,153,Not Rated
25,A Wednesday,2008,"Action, Crime, Drama",8.1,,72873,104,Not Rated
139,Baahubali 2: The Conclusion,2017,"Action, Drama",8.2,,73029,167,Not Rated
805,The Hustler,1961,"Drama, Sport",8.0,90.0,74204,134,Not Rated
86,Barfi!,2012,"Comedy, Drama, Romance",8.1,,74386,151,Not Rated
435,Porco Rosso,1992,"Animation, Adventure, Comedy",7.7,83.0,74918,94,PG
609,Pink Floyd: The Wall,1982,"Drama, Fantasy, Music",8.1,47.0,75055,95,R
213,Detachment,2011,Drama,7.7,52.0,75358,98,Not Rated
769,The Day the Earth Stood Still,1951,"Drama, Sci-Fi",7.7,,75561,92,G
